"mo_group"	"mo"	"mo_group_name"	"mo_name"
"B_CORYNF"	"B_CRYNB_STRT"	"Coryneform bacterium"	"Corynebacterium striatum"
"B_CORYNF"	"B_CRYNB_ULCR"	"Coryneform bacterium"	"Corynebacterium ulcerans"
"B_CORYNF"	"B_CRYNB_URLY"	"Coryneform bacterium"	"Corynebacterium urealyticum"
"B_CORYNF"	"B_CRYNB_XRSS"	"Coryneform bacterium"	"Corynebacterium xerosis"
"B_CORYNF"	"B_DRMBC"	"Coryneform bacterium"	"Dermabacter"
"B_CORYNF"	"B_DRMBC_HMNS"	"Coryneform bacterium"	"Dermabacter hominis"
"B_CORYNF"	"B_LEFSN"	"Coryneform bacterium"	"Leifsonia"
"B_CORYNF"	"B_LEFSN_AQTC"	"Coryneform bacterium"	"Leifsonia aquatica"
"B_CORYNF"	"B_MCRBC"	"Coryneform bacterium"	"Microbacterium"
"B_CORYNF"	"B_MCRBC_ARBR"	"Coryneform bacterium"	"Microbacterium arborescens"
"B_CORYNF"	"B_MCRBC_IMPR"	"Coryneform bacterium"	"Microbacterium imperiale"
"B_CORYNF"	"B_MCRBC_LQFC"	"Coryneform bacterium"	"Microbacterium liquefaciens"
"B_CORYNF"	"B_MCRBC_OXYD"	"Coryneform bacterium"	"Microbacterium oxydans"
"B_CORYNF"	"B_ORSKV"	"Coryneform bacterium"	"Oerskovia"
"B_CORYNF"	"B_ORSKV_TRBT"	"Coryneform bacterium"	"Oerskovia turbata"
"B_CORYNF"	"B_ROTHI"	"Coryneform bacterium"	"Rothia"
"B_CORYNF"	"B_ROTHI_DNTC"	"Coryneform bacterium"	"Rothia dentocariosa"
"B_CORYNF"	"B_ROTHI_MCLG"	"Coryneform bacterium"	"Rothia mucilaginosa"
"B_CORYNF"	"B_TRPRL"	"Coryneform bacterium"	"Trueperella"
"B_CORYNF"	"B_TRPRL_BRNR"	"Coryneform bacterium"	"Trueperella bernardiae"
"B_CORYNF"	"B_TRPRL_PYGN"	"Coryneform bacterium"	"Trueperella pyogenes"
"B_CORYNF"	"B_TRCLL"	"Coryneform bacterium"	"Turicella"
"B_CORYNF"	"B_TRCLL_OTTD"	"Coryneform bacterium"	"Turicella otitidis"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_ASBR"	"Enterobacter cloacae complex"	"Enterobacter asburiae"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_CLOC"	"Enterobacter cloacae complex"	"Enterobacter cloacae"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_CLOC_CLOC"	"Enterobacter cloacae complex"	"Enterobacter cloacae cloacae"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_CLOC_DSSL"	"Enterobacter cloacae complex"	"Enterobacter cloacae dissolvens"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_HRMC"	"Enterobacter cloacae complex"	"Enterobacter hormaechei"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_HRMC_HFFM"	"Enterobacter cloacae complex"	"Enterobacter hormaechei hoffmannii"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_HRMC_HRMC"	"Enterobacter cloacae complex"	"Enterobacter hormaechei hormaechei"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_HRMC_OHAR"	"Enterobacter cloacae complex"	"Enterobacter hormaechei oharae"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_HRMC_STGR"	"Enterobacter cloacae complex"	"Enterobacter hormaechei steigerwaltii"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_HRMC_XNGF"	"Enterobacter cloacae complex"	"Enterobacter hormaechei xiangfangensis"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_KOBE"	"Enterobacter cloacae complex"	"Enterobacter kobei"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_LDWG"	"Enterobacter cloacae complex"	"Enterobacter ludwigii"
"B_ENTRBC_CLOC-C"	"B_ENTRBC_NMPR"	"Enterobacter cloacae complex"	"Enterobacter nimipressuralis"
"B_HACEK"	"B_ACTNB_ACTN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Actinobacillus actinomycetemcomitans"
"B_HACEK"	"B_AGGRG"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Aggregatibacter"
"B_HACEK"	"B_AGGRG_ACTN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Aggregatibacter actinomycetemcomitans"
"B_HACEK"	"B_AGGRG_APHR"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Aggregatibacter aphrophilus"
"B_HACEK"	"B_AGGRG_KILN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Aggregatibacter kilianii"
"B_HACEK"	"B_AGGRG_PRPH"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Aggregatibacter paraphrophilus"
"B_HACEK"	"B_AGGRG_SGNS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Aggregatibacter segnis"
"B_HACEK"	"B_CRDBC_HMNS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Cardiobacterium hominis"
"B_HACEK"	"B_EKNLL_CRRD"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Eikenella corrodens"
"B_HACEK"	"B_HMPHL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus"
"B_HACEK"	"B_HMPHL_ACTN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus actinomycetemcomitans"
"B_HACEK"	"B_HMPHL_AEGY"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus aegyptius"
"B_HACEK"	"B_HMPHL_APHR"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus aphrophilus"
"B_HACEK"	"B_HMPHL_AVIM"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus avium"
"B_HACEK"	"B_HMPHL_DCRY"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus ducreyi"
"B_HACEK"	"B_HMPHL_EQGN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus equigenitalis"
"B_HACEK"	"B_HMPHL_FELS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus felis"
"B_HACEK"	"B_HMPHL_HMGL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus haemoglobinophilus"
"B_HACEK"	"B_HMPHL_HMLY"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus haemolyticus"
"B_HACEK"	"B_HMPHL_INFL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus influenzae"
"B_HACEK"	"B_HMPHL_MSSL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus massiliensis"
"B_HACEK"	"B_HMPHL_PRCN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus paracuniculus"
"B_HACEK"	"B_HMPHL_PRGL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus paragallinarum"
"B_HACEK"	"B_HMPHL_PRHM"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus parahaemolyticus"
"B_HACEK"	"B_HMPHL_PRNF"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus parainfluenzae"
"B_HACEK"	"B_HMPHL_PRPH"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus paraphrohaemolyticus"
"B_HACEK"	"B_HMPHL_PHLS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus paraphrophilus"
"B_HACEK"	"B_HMPHL_PRSS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus parasuis"
"B_HACEK"	"B_HMPHL_PSCM"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus piscium"
"B_HACEK"	"B_HMPHL_PTTM"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus pittmaniae"
"B_HACEK"	"B_HMPHL_PLRP"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus pleuropneumoniae"
"B_HACEK"	"B_HMPHL_QNTN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus quentini"
"B_HACEK"	"B_HMPHL_SGNS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus segnis"
"B_HACEK"	"B_HMPHL_SMNL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus seminalis"
"B_HACEK"	"B_HMPHL_SPTR"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus sputorum"
"B_HACEK"	"B_HMPHL_VGNL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Haemophilus vaginalis"
"B_HACEK"	"B_KGLLA"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella"
"B_HACEK"	"B_KGLLA_DNTR"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella denitrificans"
"B_HACEK"	"B_KGLLA_INDL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella indologenes"
"B_HACEK"	"B_KGLLA_KING"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella kingae"
"B_HACEK"	"B_KGLLA_NGVN"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella negevensis"
"B_HACEK"	"B_KGLLA_ORAL"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella orale"
"B_HACEK"	"B_KGLLA_ORLS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella oralis"
"B_HACEK"	"B_KGLLA_POTS"	"Haemophilus, Aggregatibacter, Cardiobacterium, Eikenella, Kingella (HACEK)"	"Kingella potus"
"F_MYRZY_GLLR-C"	"F_CANDD_FRMN"	"Meyerozyma guilliermondii complex"	"Candida fermentati"
"F_MYRZY_GLLR-C"	"F_MYRZY_CRBB"	"Meyerozyma guilliermondii complex"	"Meyerozyma caribbica"
"F_MYRZY_GLLR-C"	"F_MYRZY_CRPP"	"Meyerozyma guilliermondii complex"	"Meyerozyma carpophila"
"F_MYRZY_GLLR-C"	"F_MYRZY_GLLR"	"Meyerozyma guilliermondii complex"	"Meyerozyma guilliermondii"
"F_MYRZY_GLLR-C"	"F_MYRZY_GLLR_CRPP"	"Meyerozyma guilliermondii complex"	"Meyerozyma guilliermondii carpophila"
"F_MYRZY_GLLR-C"	"F_MYRZY_GLLR_JPNC"	"Meyerozyma guilliermondii complex"	"Meyerozyma guilliermondii japonica"
"F_MYRZY_GLLR-C"	"F_MYRZY_GLLR_MUHR"	"Meyerozyma guilliermondii complex"	"Meyerozyma guilliermondii muhira"
"F_MYRZY_GLLR-C"	"F_MYRZY_GLLR_PSDG"	"Meyerozyma guilliermondii complex"	"Meyerozyma guilliermondii pseudoguilliermondii"
"B_MYCBC_AVIM-C"	"B_MYCBC_AVIM"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium avium"
"B_MYCBC_AVIM-C"	"B_MYCBC_AVIM_AVIM"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium avium avium"
"B_MYCBC_AVIM-C"	"B_MYCBC_AVIM_PRTB"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium avium paratuberculosis"
"B_MYCBC_AVIM-C"	"B_MYCBC_AVIM_SLVT"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium avium silvaticum"
"B_MYCBC_AVIM-C"	"B_MYCBC_LLRE"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium intracellulare"
"B_MYCBC_AVIM-C"	"B_MYCBC_LLRE_CHMR"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium intracellulare chimaera"
"B_MYCBC_AVIM-C"	"B_MYCBC_LLRE_INTR"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium intracellulare intracellulare"
"B_MYCBC_AVIM-C"	"B_MYCBC_LLRE_YNGN"	"Mycobacterium avium-intracellulare complex"	"Mycobacterium intracellulare yongonense"
"B_MYCBC_TBRC-C"	"B_MYCBC_AFRC"	"Mycobacterium tuberculosis complex"	"Mycobacterium africanum"
"B_MYCBC_TBRC-C"	"B_MYCBC_BOVS"	"Mycobacterium tuberculosis complex"	"Mycobacterium bovis"
"B_MYCBC_TBRC-C"	"B_MYCBC_BOVS_BOVS"	"Mycobacterium tuberculosis complex"	"Mycobacterium bovis bovis"
"B_MYCBC_TBRC-C"	"B_MYCBC_BOVS_CAPR"	"Mycobacterium tuberculosis complex"	"Mycobacterium bovis caprae"
"B_MYCBC_TBRC-C"	"B_MYCBC_CAPR"	"Mycobacterium tuberculosis complex"	"Mycobacterium caprae"
"B_MYCBC_TBRC-C"	"B_MYCBC_MCRT"	"Mycobacterium tuberculosis complex"	"Mycobacterium microti"
"B_MYCBC_TBRC-C"	"B_MYCBC_MUNG"	"Mycobacterium tuberculosis complex"	"Mycobacterium mungi"
"B_MYCBC_TBRC-C"	"B_MYCBC_ORYG"	"Mycobacterium tuberculosis complex"	"Mycobacterium orygis"
"B_MYCBC_TBRC-C"	"B_MYCBC_PNNP"	"Mycobacterium tuberculosis complex"	"Mycobacterium pinnipedii"
"B_MYCBC_TBRC-C"	"B_MYCBC_TBRC"	"Mycobacterium tuberculosis complex"	"Mycobacterium tuberculosis"
"B_MYCBC_TBRC-C"	"B_MYCBC_TBRC_CAPR"	"Mycobacterium tuberculosis complex"	"Mycobacterium tuberculosis caprae"
"B_MYCBC_TBRC-C"	"B_MYCBC_TBRC_TBRC"	"Mycobacterium tuberculosis complex"	"Mycobacterium tuberculosis tuberculosis"
"B_PSDMN_FLRS-C"	"B_PSDMN_FLRS"	"Pseudomonas fluorescens complex"	"Pseudomonas fluorescens"
"B_MYCBC_RGM"	"B_MYCBC_ABSC_ABSC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium abscessus abscessus"
"B_MYCBC_RGM"	"B_MYCBC_ABSC_BLLT"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium abscessus bolletii"
"B_MYCBC_RGM"	"B_MYCBC_ABSC_MSSL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium abscessus massiliense"
"B_MYCBC_RGM"	"B_MYCBC_AGRI"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium agri"
"B_MYCBC_RGM"	"B_MYCBC_ACHN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium aichiense"
"B_MYCBC_RGM"	"B_MYCBC_ALGR"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium algericum"
"B_MYCBC_RGM"	"B_MYCBC_ALVE"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium alvei"
"B_MYCBC_RGM"	"B_MYCBC_ANYN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium anyangense"
"B_MYCBC_RGM"	"B_MYCBC_ARBN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium arabiense"
"B_MYCBC_RGM"	"B_MYCBC_ARMT"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium aromaticivorans"
"B_MYCBC_RGM"	"B_MYCBC_ABGN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium aubagnense"
"B_MYCBC_RGM"	"B_MYCBC_AURM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium aurum"
"B_MYCBC_RGM"	"B_MYCBC_ASTR"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium austroafricanum"
"B_MYCBC_RGM"	"B_MYCBC_BCTR"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium bacteremicum"
"B_MYCBC_RGM"	"B_MYCBC_BNCK"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium boenickei"
"B_MYCBC_RGM"	"B_MYCBC_BRGL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium bourgelatii"
"B_MYCBC_RGM"	"B_MYCBC_BRSB"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium brisbanense"
"B_MYCBC_RGM"	"B_MYCBC_BRUM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium brumae"
"B_MYCBC_RGM"	"B_MYCBC_CNRS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium canariasense"
"B_MYCBC_RGM"	"B_MYCBC_CLRF"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium celeriflavum"
"B_MYCBC_RGM"	"B_MYCBC_CHLN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chelonae"
"B_MYCBC_RGM"	"B_MYCBC_CHLN_ABSC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chelonae abscessus"
"B_MYCBC_RGM"	"B_MYCBC_CHLN_BOVS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chelonae bovis"
"B_MYCBC_RGM"	"B_MYCBC_CHLN_CHLN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chelonae chelonae"
"B_MYCBC_RGM"	"B_MYCBC_CHLN_GWNK"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chelonae gwanakae"
"B_MYCBC_RGM"	"B_MYCBC_CHIT"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chitae"
"B_MYCBC_RGM"	"B_MYCBC_CHLR"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chlorophenolicum"
"B_MYCBC_RGM"	"B_MYCBC_CHBN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium chubuense"
"B_MYCBC_RGM"	"B_MYCBC_CNFL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium confluentis"
"B_MYCBC_RGM"	"B_MYCBC_CSMT"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium cosmeticum"
"B_MYCBC_RGM"	"B_MYCBC_CRCN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium crocinum"
"B_MYCBC_RGM"	"B_MYCBC_DRNH"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium diernhoferi"
"B_MYCBC_RGM"	"B_MYCBC_DUVL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium duvalii"
"B_MYCBC_RGM"	"B_MYCBC_ELPH"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium elephantis"
"B_MYCBC_RGM"	"B_MYCBC_FLLX"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium fallax"
"B_MYCBC_RGM"	"B_MYCBC_FLVS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium flavescens"
"B_MYCBC_RGM"	"B_MYCBC_VRNS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium fluoranthenivorans"
"B_MYCBC_RGM"	"B_MYCBC_FRTT"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium fortuitum"
"B_MYCBC_RGM"	"B_MYCBC_FRTT_ACTM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium fortuitum acetamidolyticum"
"B_MYCBC_RGM"	"B_MYCBC_FRTT_FRTT"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium fortuitum fortuitum"
"B_MYCBC_RGM"	"B_MYCBC_FRNK"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium franklinii"
"B_MYCBC_RGM"	"B_MYCBC_FRDR"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium frederiksbergense"
"B_MYCBC_RGM"	"B_MYCBC_GADM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium gadium"
"B_MYCBC_RGM"	"B_MYCBC_GLVM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium gilvum"
"B_MYCBC_RGM"	"B_MYCBC_GOOD"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium goodii"
"B_MYCBC_RGM"	"B_MYCBC_HSSC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium hassiacum"
"B_MYCBC_RGM"	"B_MYCBC_HPPC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium hippocampi"
"B_MYCBC_RGM"	"B_MYCBC_HDLR"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium hodleri"
"B_MYCBC_RGM"	"B_MYCBC_HLST"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium holsaticum"
"B_MYCBC_RGM"	"B_MYCBC_HSTN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium houstonense"
"B_MYCBC_RGM"	"B_MYCBC_IMMN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium immunogenum"
"B_MYCBC_RGM"	"B_MYCBC_INSB"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium insubricum"
"B_MYCBC_RGM"	"B_MYCBC_IRNC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium iranicum"
"B_MYCBC_RGM"	"B_MYCBC_KMSS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium komossense"
"B_MYCBC_RGM"	"B_MYCBC_LTRL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium litorale"
"B_MYCBC_RGM"	"B_MYCBC_LLTZ"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium llatzerense"
"B_MYCBC_RGM"	"B_MYCBC_MDGS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium madagascariense"
"B_MYCBC_RGM"	"B_MYCBC_MGRT"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium mageritense"
"B_MYCBC_RGM"	"B_MYCBC_MNCN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium monacense"
"B_MYCBC_RGM"	"B_MYCBC_MRKN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium moriokaense"
"B_MYCBC_RGM"	"B_MYCBC_MCGN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium mucogenicum"
"B_MYCBC_RGM"	"B_MYCBC_MURL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium murale"
"B_MYCBC_RGM"	"B_MYCBC_NERM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium neoaurum"
"B_MYCBC_RGM"	"B_MYCBC_NWRL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium neworleansense"
"B_MYCBC_RGM"	"B_MYCBC_NVCS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium novocastrense"
"B_MYCBC_RGM"	"B_MYCBC_OBNS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium obuense"
"B_MYCBC_RGM"	"B_MYCBC_PLLN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium pallens"
"B_MYCBC_RGM"	"B_MYCBC_PRFR"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium parafortuitum"
"B_MYCBC_RGM"	"B_MYCBC_GRNM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium peregrinum"
"B_MYCBC_RGM"	"B_MYCBC_PHLE"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium phlei"
"B_MYCBC_RGM"	"B_MYCBC_PHCC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium phocaicum"
"B_MYCBC_RGM"	"B_MYCBC_PRCN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium porcinum"
"B_MYCBC_RGM"	"B_MYCBC_RFRE"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium poriferae"
"B_MYCBC_RGM"	"B_MYCBC_PSYC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium psychrotolerans"
"B_MYCBC_RGM"	"B_MYCBC_PYRN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium pyrenivorans"
"B_MYCBC_RGM"	"B_MYCBC_RHDS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium rhodesiae"
"B_MYCBC_RGM"	"B_MYCBC_RUFM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium rufum"
"B_MYCBC_RGM"	"B_MYCBC_RTLM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium rutilum"
"B_MYCBC_RGM"	"B_MYCBC_SLMN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium salmoniphilum"
"B_MYCBC_RGM"	"B_MYCBC_SDMN"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium sediminis"
"B_MYCBC_RGM"	"B_MYCBC_SNGL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium senegalense"
"B_MYCBC_RGM"	"B_MYCBC_SPTC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium septicum"
"B_MYCBC_RGM"	"B_MYCBC_STNS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium setense"
"B_MYCBC_RGM"	"B_MYCBC_SMGM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium smegmatis"
"B_MYCBC_RGM"	"B_MYCBC_SPHG"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium sphagni"
"B_MYCBC_RGM"	"B_MYCBC_THRM"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium thermoresistibile"
"B_MYCBC_RGM"	"B_MYCBC_TKNS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium tokaiense"
"B_MYCBC_RGM"	"B_MYCBC_VACC"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium vaccae"
"B_MYCBC_RGM"	"B_MYCBC_VNBL"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium vanbaalenii"
"B_MYCBC_RGM"	"B_MYCBC_WLNS"	"Rapidly growing Mycobacterium (RGM)"	"Mycobacterium wolinskyi"
"B_MYCBC_SGM"	"B_MYCBC_FRCN"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium farcinogenes"
"B_MYCBC_SGM"	"B_MYCBC_GSTR"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium gastri"
"B_MYCBC_SGM"	"B_MYCBC_GNVN"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium genavense"
"B_MYCBC_SGM"	"B_MYCBC_HMPH"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium haemophilum"
"B_MYCBC_SGM"	"B_MYCBC_KNSS"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium kansasii"
"B_MYCBC_SGM"	"B_MYCBC_LEPR"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium leprae"
