GUIDELINES	TESTMETHOD	POTENCY	ORG_CODE	BREAKPOINT_TYPE	HOST	SITE_INF	REF_TABLE	REF_SEQ	WHON5_CODE	WHON5_TEST	DISK_R	DISK_I	DISK_S	MIC_S	MIC_R
CLSI12	MIC		NFR	Human	Human		Table 2B-5	8.00	FEP	FEP_ND30					
EUCST14	MIC		ate	Human	Human		Aspergillus	29.00	POS	POS_EM				0.125	0.5
CLSI12	MIC		AER	Human	Human		M45 Table 2		FEP	FEP_NM				8	32
CLSI12	MIC		COF	Human	Human		M45 Table 5		FEP	FEP_NM				1	4
CLSI12	MIC		erh	Human	Human		M45 Table 6		FEP	FEP_NM				1	
CLSI12	MIC		GCT	Human	Human		M45 Table 1		FEP	FEP_NM				1	4
CLSI12	MIC		HA-	Human	Human		Table 2E	11.00	FEP	FEP_NM				2	
CLSI12	MIC		ngo	Human	Human		Table 2F	6.00	FEP	FEP_NM				0.5	
CLSI12	MIC		PLE	Human	Human		M45 Table 2		FEP	FEP_NM				8	32
CLSI12	MIC		snv	Human	Human		M45 Table 1		FEP	FEP_NM				1	4
CLSI12	MIC		spn	Human	Human	Meningitis	Table 2G	7.00	FEP	FEP_NM				0.5	2
CLSI12	MIC		spn	Human	Human	Non-meningitis	Table 2G	8.00	FEP	FEP_NM				1	4
CLSI12	MIC		STR	Human	Human		Table 2H-1	3.00	FEP	FEP_NM				0.5	
CLSI12	MIC		SVI	Human	Human		Table 2H-2	3.00	FEP	FEP_NM				1	4
CLSI12	MIC		AC-	Human	Human		Table 2B-2	8.00	FEP	FEP_NM				8	32
CLSI12	MIC		NFR	Human	Human		Table 2B-5	8.00	FEP	FEP_NM				8	32
CLSI12	MIC		pae	Human	Human		Table 2B-1	6.00	FEP	FEP_NM				8	32
CLSI12	MIC		STA	Human	Human		Table 2C	13.00	FEP	FEP_NM				8	32
CLSI12	MIC		HA-	Human	Human		Table 2E	41.00	FLE	FLE_NM				2	
CLSI12	MIC		ngo	Human	Human		Table 2F	22.00	FLE	FLE_NM				0.25	1
CLSI12	MIC		STA	Human	Human		Table 2C	61.00	FLE	FLE_NM				2	8
CLSI12	MIC		ENT	Human	Human		Table 2D	16.00	FOS	FOS_NM				64	256
CLSI12	MIC		AER	Human	Human		M45 Table 2		FOX	FOX_NM				8	32
CLSI12	MIC		ANA	Human	Human		Table 2J	11.00	FOX	FOX_NM				16	64
CLSI12	MIC		ngo	Human	Human		Table 2F	4.00	FOX	FOX_NM				2	8
CLSI12	MIC		PLE	Human	Human		M45 Table 2		FOX	FOX_NM				8	32
CLSI12	MIC		sau	Human	Human		Table 2C		FOX	FOX_NM				4	8
CLSI12	MIC		slu	Human	Human		Table 2C		FOX	FOX_NM				4	8
CLSI12	MIC		STA	Human	Human		Table 2C	3.00	FOX	FOX_NM				4	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	31.00	GAT	GAT_ND5					
CLSI12	MIC		ABI	Human	Human		M45 Table 1		GAT	GAT_NM				1	4
CLSI12	MIC		GCT	Human	Human		M45 Table 1		GAT	GAT_NM				1	4
CLSI12	MIC		HA-	Human	Human		Table 2E	37.00	GAT	GAT_NM				1	
CLSI12	MIC		ngo	Human	Human		Table 2F	18.00	GAT	GAT_NM				0.125	0.5
CLSI12	MIC		snv	Human	Human		M45 Table 1		GAT	GAT_NM				1	4
CLSI12	MIC		spn	Human	Human		Table 2G	36.00	GAT	GAT_NM				1	4
CLSI12	MIC		STR	Human	Human		Table 2H-1	18.00	GAT	GAT_NM				1	4
CLSI12	MIC		SVI	Human	Human		Table 2H-2	18.00	GAT	GAT_NM				1	4
CLSI12	MIC		AC-	Human	Human		Table 2B-2	24.00	GAT	GAT_NM				2	8
CLSI12	MIC		ENT	Human	Human		Table 2D	13.00	GAT	GAT_NM				2	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	31.00	GAT	GAT_NM				2	8
CLSI12	MIC		pae	Human	Human		Table 2B-1	23.00	GAT	GAT_NM				2	8
CLSI12	MIC		STA	Human	Human		Table 2C	58.00	GAT	GAT_NM				0.5	2
CLSI12	MIC		ENT	Human	Human		Table 2D		GEH	GEH_NM				512	513
CLSI12	MIC		HA-	Human	Human		Table 2E	36.00	GEM	GEM_NM				0.125	
CLSI12	MIC		spn	Human	Human		Table 2G	32.00	GEM	GEM_NM				0.125	0.5
CLSI12	MIC		STR	Human	Human		Table 2H-1		GEM	GEM_NM					
CLSI12	MIC		NFR	Human	Human		Table 2B-5	19.00	GEN	GEN_ND10					
CLSI12	MIC		AER	Human	Human		M45 Table 2		GEN	GEN_NM				4	16
CLSI12	MIC		ban	Human	Human		M45 Table 16		GEN	GEN_NM					
CLSI12	MIC		BCS	Human	Human		M45 Table 3		GEN	GEN_NM				4	16
CLSI12	MIC		BR-	Human	Human		M45 Table 16		GEN	GEN_NM				4	
CLSI12	MIC		COF	Human	Human		M45 Table 5		GEN	GEN_NM				4	16
CLSI12	MIC		ftu	Human	Human		M45 Table 16		GEN	GEN_NM				4	
CLSI12	MIC		LAC	Human	Human		M45 Table 9		GEN	GEN_NM				4	16
CLSI12	MIC		LEU	Human	Human		M45 Table 10		GEN	GEN_NM				4	16
CLSI12	MIC		PED	Human	Human		M45 Table 14		GEN	GEN_NM				4	16
CLSI12	MIC		PLE	Human	Human		M45 Table 2		GEN	GEN_NM				4	16
CLSI12	MIC		yep	Human	Human		M45 Table 16		GEN	GEN_NM				4	16
CLSI12	MIC		AC-	Human	Human		Table 2B-2	15.00	GEN	GEN_NM				4	16
CLSI12	MIC		ENT	Human	Human		Table 2D		GEN	GEN_NM				512	513
CLSI12	MIC		NFR	Human	Human		Table 2B-5	19.00	GEN	GEN_NM				4	16
CLSI12	MIC		pae	Human	Human		Table 2B-1	14.00	GEN	GEN_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	38.00	GEN	GEN_NM				4	16
CLSI12	MIC		erh	Human	Human		M45 Table 6		GET	GAT_NM				1	
CLSI12	MIC		HA-	Human	Human		Table 2E	38.00	GRX	GRX_NM				0.5	
CLSI12	MIC		ngo	Human	Human		Table 2F	19.00	GRX	GRX_NM				0.064	1
CLSI12	MIC		spn	Human	Human		Table 2G	37.00	GRX	GRX_NM				0.5	2
CLSI12	MIC		STR	Human	Human		Table 2H-1	19.00	GRX	GRX_NM				0.5	2
CLSI12	MIC		SVI	Human	Human		Table 2H-2	19.00	GRX	GRX_NM				0.5	2
CLSI12	MIC		STA	Human	Human		Table 2C	59.00	GRX	GRX_NM				1	4
CLSI12	MIC		NFR	Human	Human		Table 2B-5	15.00	IPM	IPM_ND10					
CLSI12	MIC		ABI	Human	Human		M45 Table 1		IPM	IPM_NM				0.5	2
CLSI12	MIC		AER	Human	Human		M45 Table 2		IPM	IPM_NM				4	16
CLSI12	MIC		AGT	Human	Human		M45 Table 7		IPM	IPM_NM				4	16
CLSI12	MIC		ANA	Human	Human		Table 2J	19.00	IPM	IPM_NM				4	16
CLSI12	MIC		ban	Human	Human		M45 Table 16		IPM	IPM_NM					
CLSI12	MIC		BCS	Human	Human		M45 Table 3		IPM	IPM_NM				4	16
CLSI12	MIC		bma	Human	Human		M45 Table 16		IPM	IPM_NM				4	16
CLSI12	MIC		CAR	Human	Human		M45 Table 7		IPM	IPM_NM				0.5	2
CLSI12	MIC		COF	Human	Human		M45 Table 5		IPM	IPM_NM				4	16
CLSI12	MIC		EIK	Human	Human		M45 Table 7		IPM	IPM_NM				0.5	2
CLSI12	MIC		erh	Human	Human		M45 Table 6		IPM	IPM_NM				0.5	
CLSI12	MIC		GCT	Human	Human		M45 Table 1		IPM	IPM_NM				0.5	2
CLSI12	MIC		HA-	Human	Human		Table 2E	25.00	IPM	IPM_NM				4	
CLSI12	MIC		KIN	Human	Human		M45 Table 7		IPM	IPM_NM				0.5	2
CLSI12	MIC		LAC	Human	Human		M45 Table 9		IPM	IPM_NM				0.5	2
CLSI12	MIC		PED	Human	Human		M45 Table 14		IPM	IPM_NM				0.5	
CLSI12	MIC		PLE	Human	Human		M45 Table 2		IPM	IPM_NM				4	16
CLSI12	MIC		ppm	Human	Human		M45 Table 16		IPM	IPM_NM				4	16
CLSI12	MIC		snv	Human	Human		M45 Table 1		IPM	IPM_NM				0.5	2
CLSI12	MIC		spn	Human	Human		Table 2G	23.00	IPM	IPM_NM				0.125	1
CLSI12	MIC		STR	Human	Human		Table 2H-1		IPM	IPM_NM					
CLSI12	MIC		AC-	Human	Human		Table 2B-2	11.00	IPM	IPM_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	15.00	IPM	IPM_NM				4	16
CLSI12	MIC		pae	Human	Human		Table 2B-1	9.00	IPM	IPM_NM				2	8
CLSI12	MIC		STA	Human	Human		Table 2C	33.00	IPM	IPM_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	40.00	KAN	IPM_NM				16	64
CLSI12	MIC		COF	Human	Human		M45 Table 5		LNZ	LNZ_NM				2	
CLSI12	MIC		ENT	Human	Human		Table 2D	19.00	LNZ	LNZ_NM				2	8
CLSI12	MIC		LAC	Human	Human		M45 Table 9		LNZ	LNZ_NM				4	
CLSI12	MIC		spn	Human	Human		Table 2G	45.00	LNZ	LNZ_NM				2	
CLSI12	MIC		STR	Human	Human		Table 2H-1	24.00	LNZ	LNZ_NM				2	
CLSI12	MIC		SVI	Human	Human		Table 2H-2	24.00	LNZ	LNZ_NM				2	
CLSI12	MIC		NFR	Human	Human		Table 2B-5	28.00	LOM	LOM_ND10					
CLSI12	MIC		HA-	Human	Human		Table 2E	33.00	LOM	LOM_NM				2	
CLSI12	MIC		ngo	Human	Human		Table 2F	20.00	LOM	LOM_NM				0.125	2
CLSI12	MIC		NFR	Human	Human		Table 2B-5	28.00	LOM	LOM_NM				2	8
CLSI12	MIC		pae	Human	Human		Table 2B-1	20.00	LOM	LOM_NM				2	8
CLSI12	MIC		STA	Human	Human		Table 2C	55.00	LOM	LOM_NM				2	8
CLSI12	MIC		HA-	Human	Human		Table 2E	19.00	LOR	LOR_NM				8	32
CLSI12	MIC		spn	Human	Human		Table 2G	20.00	LOR	LOR_NM				2	8
CLSI12	MIC		STA	Human	Human		Table 2C	30.00	LOR	LOR_NM				8	32
CLSI12	MIC		NFR	Human	Human		Table 2B-5	27.00	LVX	LVX_ND5					
CLSI12	MIC		ABI	Human	Human		M45 Table 1		LVX	LVX_NM				2	8
CLSI12	MIC		AER	Human	Human		M45 Table 2		LVX	LVX_NM				2	8
CLSI12	MIC		AGT	Human	Human		M45 Table 7		LVX	LVX_NM				2	8
CLSI12	MIC		ban	Human	Human		M45 Table 16		LVX	LVX_NM				0.25	
CLSI12	MIC		bca	Human	Human		M45 Table 12		LVX	LVX_NM				2	
CLSI12	MIC		BCS	Human	Human		M45 Table 3		LVX	LVX_NM				2	8
CLSI12	MIC		CAR	Human	Human		M45 Table 7		LVX	LVX_NM				2	8
CLSI12	MIC		EIK	Human	Human		M45 Table 7		LVX	LVX_NM				2	8
CLSI12	MIC		erh	Human	Human		M45 Table 6		LVX	LVX_NM				2	
CLSI12	MIC		ftu	Human	Human		M45 Table 16		LVX	LVX_NM				0.5	
CLSI12	MIC		GCT	Human	Human		M45 Table 1		LVX	LVX_NM				2	8
CLSI12	MIC		HA-	Human	Human		Table 2E	32.00	LVX	LVX_NM				2	
CLSI12	MIC		KIN	Human	Human		M45 Table 7		LVX	LVX_NM				2	8
CLSI12	MIC		nme	Human	Human		Table 2I	9.00	LVX	LVX_NM				0.032	0.12
CLSI12	MIC		PAS	Human	Human		M45 Table 13		LVX	LVX_NM				0.064	
CLSI12	MIC		PLE	Human	Human		M45 Table 2		LVX	LVX_NM				2	8
CLSI12	MIC		snv	Human	Human		M45 Table 1		LVX	LVX_NM				2	8
CLSI12	MIC		spn	Human	Human		Table 2G	33.00	LVX	LVX_NM				2	8
CLSI12	MIC		STR	Human	Human		Table 2H-1	16.00	LVX	LVX_NM				2	8
CLSI12	MIC		SVI	Human	Human		Table 2H-2	16.00	LVX	LVX_NM				2	8
CLSI12	MIC		yep	Human	Human		M45 Table 16		LVX	LVX_NM				0.25	
CLSI12	MIC		AC-	Human	Human		Table 2B-2	23.00	LVX	LVX_NM				2	8
CLSI12	MIC		ENT	Human	Human		Table 2D	11.00	LVX	LVX_NM				2	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	27.00	LVX	LVX_NM				2	8
CLSI12	MIC		pae	Human	Human		Table 2B-1	19.00	LVX	LVX_NM				2	8
CLSI12	MIC		pce	Human	Human		Table 2B-3	6.00	LVX	LVX_NM				2	8
CLSI12	MIC		pma	Human	Human		Table 2B-4	4.00	LVX	LVX_NM				2	8
CLSI12	MIC		STA	Human	Human		Table 2C	52.00	LVX	LVX_NM				1	4
CLSI12	MIC		STA	Human	Human		Table 2C	72.00	LZD	LZD_NM				4	8
CLSI12	MIC		HA-	Human	Human		Table 2E	10.00	MAN	MAN_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	11.00	MAN	MAN_NM				8	32
CLSI12	MIC		NFR	Human	Human		Table 2B-5	16.00	MEM	MEM_ND10					
CLSI12	MIC		ABI	Human	Human		M45 Table 1		MEM	MEM_NM				0.5	2
CLSI12	MIC		AER	Human	Human		M45 Table 2		MEM	MEM_NM				4	16
CLSI12	MIC		AGT	Human	Human		M45 Table 7		MEM	MEM_NM				4	16
CLSI12	MIC		ANA	Human	Human		Table 2J	20.00	MEM	MEM_NM				4	16
CLSI12	MIC		CAR	Human	Human		M45 Table 7		MEM	MEM_NM				0.5	2
CLSI12	MIC		COF	Human	Human		M45 Table 5		MEM	MEM_NM				4	16
CLSI12	MIC		EIK	Human	Human		M45 Table 7		MEM	MEM_NM				0.5	2
CLSI12	MIC		erh	Human	Human		M45 Table 6		MEM	MEM_NM				0.5	
CLSI12	MIC		GCT	Human	Human		M45 Table 1		MEM	MEM_NM				0.5	2
CLSI12	MIC		HA-	Human	Human		Table 2E	23.00	MEM	MEM_NM				0.5	
CLSI12	MIC		KIN	Human	Human		M45 Table 7		MEM	MEM_NM				0.5	2
CLSI12	MIC		nme	Human	Human		Table 2I	5.00	MEM	MEM_NM				0.25	
CLSI12	MIC		PLE	Human	Human		M45 Table 2		MEM	MEM_NM				4	16
CLSI12	MIC		snv	Human	Human		M45 Table 1		MEM	MEM_NM				0.5	2
CLSI12	MIC		spn	Human	Human		Table 2G	21.00	MEM	MEM_NM				0.25	1
CLSI12	MIC		STR	Human	Human		Table 2H-1	8.00	MEM	MEM_NM				0.5	
CLSI12	MIC		SVI	Human	Human		Table 2H-2	8.00	MEM	MEM_NM				0.5	
CLSI12	MIC		AC-	Human	Human		Table 2B-2	12.00	MEM	MEM_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	16.00	MEM	MEM_NM				4	16
CLSI12	MIC		pae	Human	Human		Table 2B-1	10.00	MEM	MEM_NM				2	8
CLSI12	MIC		pce	Human	Human		Table 2B-3	2.00	MEM	MEM_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	34.00	MEM	MEM_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	5.00	MET	MET_NM				8	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	2.00	MEZ	MEZ_ND75					
CLSI12	MIC		ANA	Human	Human		Table 2J	5.00	MEZ	MEZ_NM				32	128
CLSI12	MIC		AC-	Human	Human		Table 2B-2	2.00	MEZ	MEZ_NM				16	128
CLSI12	MIC		NFR	Human	Human		Table 2B-5	2.00	MEZ	MEZ_NM				16	128
CLSI12	MIC		HA-	Human	Human		Table 2E	34.00	MFX	MFX_NM				1	
CLSI12	MIC		PAS	Human	Human		M45 Table 13		MFX	MFX_NM				0.064	
CLSI12	MIC		spn	Human	Human		Table 2G	34.00	MFX	MFX_NM				1	4
CLSI12	MIC		STR	Human	Human		Table 2H-1		MFX	MFX_NM					
CLSI12	MIC		STA	Human	Human		Table 2C	54.00	MFX	MFX_NM				0.5	2
CLSI12	MIC		NFR	Human	Human		Table 2B-5	25.00	MNO	MNO_NM					
CLSI12	MIC		LEU	Human	Human		M45 Table 10		MNO	MNO_NM				4	16
CLSI12	MIC		nme	Human	Human		Table 2I	7.00	MNO	MNO_NM				2	
CLSI12	MIC		AC-	Human	Human		Table 2B-2	21.00	MNO	MNO_NM				4	16
CLSI12	MIC		ENT	Human	Human		Table 2D	9.00	MNO	MNO_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	25.00	MNO	MNO_NM				4	16
CLSI12	MIC		pce	Human	Human		Table 2B-3	3.00	MNO	MNO_NM				4	16
CLSI12	MIC		pma	Human	Human		Table 2B-4	3.00	MNO	MNO_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	50.00	MNO	MNO_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	13.00	MOX	MOX_NM					
CLSI12	MIC		ANA	Human	Human		Table 2J	22.00	MOX	MOX_NM				2	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	13.00	MOX	MOX_NM				8	64
CLSI12	MIC		STA	Human	Human		Table 2C	24.00	MOX	MOX_NM				8	64
CLSI12	MIC		ANA	Human	Human		Table 2J	25.00	MTR	MTR_NM				8	32
CLSI12	MIC		STA	Human	Human		Table 2C	6.00	NAF	NAF_NM				2	4
CLSI12	MIC		nme	Human	Human		Table 2I	16.00	NAL	NAL_NM				4	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	22.00	NET	NET_NM					
CLSI12	MIC		AC-	Human	Human		Table 2B-2	18.00	NET	NET_NM				8	32
CLSI12	MIC		NFR	Human	Human		Table 2B-5	22.00	NET	NET_NM				8	32
CLSI12	MIC		pae	Human	Human		Table 2B-1	17.00	NET	NET_NM				8	32
CLSI12	MIC		STA	Human	Human		Table 2C	41.00	NET	NET_NM				8	32
CLSI12	MIC		ENT	Human	Human		Table 2D	14.00	NIT	NIT_NM				32	128
CLSI12	MIC		STA	Human	Human		Table 2C	62.00	NIT	NIT_NM				32	128
CLSI12	MIC		NFR	Human	Human		Table 2B-5	30.00	NOR	NOR_NM					
CLSI12	MIC		spn	Human	Human		Table 2G		NOR	NOR_NM					
CLSI12	MIC		ENT	Human	Human		Table 2D	12.00	NOR	NOR_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	30.00	NOR	NOR_NM				4	16
CLSI12	MIC		pae	Human	Human		Table 2B-1	22.00	NOR	NOR_NM				4	16
CLSI12	MIC		STA	Human	Human		Table 2C	56.00	NOR	NOR_NM				4	16
CLSI12	MIC		NFR	Human	Human		Table 2B-5	29.00	OFX	OFX_ND5					
CLSI12	MIC		HA-	Human	Human		Table 2E	35.00	OFX	OFX_NM				2	
CLSI12	MIC		ngo	Human	Human		Table 2F	16.00	OFX	OFX_NM				0.25	2
CLSI12	MIC		spn	Human	Human		Table 2G	35.00	OFX	OFX_NM				2	8
CLSI12	MIC		STR	Human	Human		Table 2H-1	17.00	OFX	OFX_NM				2	8
CLSI12	MIC		SVI	Human	Human		Table 2H-2	17.00	OFX	OFX_NM				2	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	29.00	OFX	OFX_NM				2	8
CLSI12	MIC		pae	Human	Human		Table 2B-1	21.00	OFX	OFX_NM				2	8
CLSI12	MIC		STA	Human	Human		Table 2C	53.00	OFX	OFX_NM				1	4
CLSI12	MIC		sau	Human	Human		Table 2C		OXA	OXA_NM				2	4
CLSI12	MIC		slu	Human	Human		Table 2C		OXA	OXA_NM				2	4
CLSI12	MIC		STA	Human	Human		Table 2C	2.00	OXA	OXA_NM				2	4
CLSI12	MIC		ABI	Human	Human		M45 Table 1		PEN	PEN_NM				0.125	4
CLSI12	MIC		AGT	Human	Human		M45 Table 7		PEN	PEN_NM				1	4
CLSI12	MIC		ANA	Human	Human		Table 2J	1.00	PEN	PEN_NM				0.5	2
CLSI12	MIC		ban	Human	Human		M45 Table 16		PEN	PEN_NM				0.125	0.25
CLSI12	MIC		BCS	Human	Human		M45 Table 3		PEN	PEN_NM				0.125	0.25
CLSI12	MIC		CAR	Human	Human		M45 Table 7		PEN	PEN_NM				1	4
CLSI12	MIC		COF	Human	Human		M45 Table 5		PEN	PEN_NM				1	4
CLSI12	MIC		EIK	Human	Human		M45 Table 7		PEN	PEN_NM				1	4
CLSI12	MIC		ENT	Human	Human		Table 2D	1.00	PEN	PEN_NM				8	16
CLSI12	MIC		erh	Human	Human		M45 Table 6		PEN	PEN_NM				0.125	
CLSI12	MIC		GCT	Human	Human		M45 Table 1		PEN	PEN_NM				0.125	4
CLSI12	MIC		KIN	Human	Human		M45 Table 7		PEN	PEN_NM				1	4
CLSI12	MIC		LAC	Human	Human		M45 Table 9		PEN	PEN_NM				8	
CLSI12	MIC		LEU	Human	Human		M45 Table 10		PEN	PEN_NM				8	
CLSI12	MIC		lmo	Human	Human		M45 Table 11		PEN	PEN_NM				2	
CLSI12	MIC		ngo	Human	Human		Table 2F	1.00	PEN	PEN_NM				0.064	2
CLSI12	MIC		nme	Human	Human		Table 2I	1.00	PEN	PEN_NM				0.064	0.5
CLSI12	MIC		PAS	Human	Human		M45 Table 13		PEN	PEN_NM				0.5	
CLSI12	MIC		PED	Human	Human		M45 Table 14		PEN	PEN_NM				8	
CLSI12	MIC		snv	Human	Human		M45 Table 1		PEN	PEN_NM				0.125	4
CLSI12	MIC		spn	Human	Human	Meningitis	Table 2G	1.00	PEN	PEN_NM				0.064	0.12
CLSI12	MIC		spn	Human	Human	Non-meningitis	Table 2G	2.00	PEN	PEN_NM				2	8
CLSI12	MIC		spn	Human	Human	Oral	Table 2G	3.00	PEN	PEN_NM				0.064	2
CLSI12	MIC		STR	Human	Human		Table 2H-1	1.00	PEN	PEN_NM				0.125	
CLSI12	MIC		SVI	Human	Human		Table 2H-2	1.00	PEN	PEN_NM				0.125	4
CLSI12	MIC		STA	Human	Human		Table 2C	1.00	PEN	PEN_NM				0.125	0.25
CLSI12	MIC		NFR	Human	Human		Table 2B-5	1.00	PIP	PIP_NM					
CLSI12	MIC		ANA	Human	Human		Table 2J	3.00	PIP	PIP_NM				32	128
CLSI12	MIC		pae	Human	Human		Table 2B-1	1.00	PIP	PIP_NM				16	128
CLSI12	MIC		AC-	Human	Human		Table 2B-2	1.00	PIP	PIP_NM				16	128
CLSI12	MIC		NFR	Human	Human		Table 2B-5	1.00	PIP	PIP_NM				16	128
CLSI12	MIC		spn	Human	Human	Oral	Table 2G	4.00	PNV	PNV_NM				0.064	2
CLSI12	MIC		NFR	Human	Human		Table 2B-5	18.00	POL	POL_NM					
CLSI12	MIC		AC-	Human	Human		Table 2B-2	13.00	POL	POL_NM				2	4
CLSI12	MIC		NFR	Human	Human		Table 2B-5	18.00	POL	POL_NM				2	8
CLSI12	MIC		pae	Human	Human		Table 2B-1	12.00	POL	POL_NM				2	8
CLSI12	MIC		COF	Human	Human		M45 Table 5		QDA	QDA_NM				1	4
CLSI12	MIC		spn	Human	Human		Table 2G	44.00	QDA	QDA_NM				1	4
CLSI12	MIC		STR	Human	Human		Table 2H-1	23.00	QDA	QDA_NM				1	4
CLSI12	MIC		SVI	Human	Human		Table 2H-2	23.00	QDA	QDA_NM				1	4
CLSI12	MIC		ENT	Human	Human		Table 2D	18.00	QDA	QDA_NM				1	4
CLSI12	MIC		STA	Human	Human		Table 2C	71.00	QDA	QDA_NM				1	4
CLSI12	MIC		AGT	Human	Human		M45 Table 7		RIF	RIF_NM				1	4
CLSI12	MIC		ban	Human	Human		M45 Table 16		RIF	RIF_NM					
CLSI12	MIC		bca	Human	Human		M45 Table 12		RIF	RIF_NM				1	4
CLSI12	MIC		BCS	Human	Human		M45 Table 3		RIF	RIF_NM				1	4
CLSI12	MIC		CAR	Human	Human		M45 Table 7		RIF	RIF_NM				1	4
CLSI12	MIC		COF	Human	Human		M45 Table 5		RIF	RIF_NM				1	4
CLSI12	MIC		EIK	Human	Human		M45 Table 7		RIF	RIF_NM				1	4
CLSI12	MIC		HA-	Human	Human		Table 2E	44.00	RIF	RIF_NM				1	4
CLSI12	MIC		KIN	Human	Human		M45 Table 7		RIF	RIF_NM				1	4
CLSI12	MIC		nme	Human	Human		Table 2I	15.00	RIF	RIF_NM				0.5	2
CLSI12	MIC		spn	Human	Human		Table 2G	42.00	RIF	RIF_NM				1	4
CLSI12	MIC		STR	Human	Human		Table 2H-1		RIF	RIF_NM					
CLSI12	MIC		ENT	Human	Human		Table 2D	15.00	RIF	RIF_NM				1	4
CLSI12	MIC		STA	Human	Human		Table 2C	70.00	RIF	RIF_NM				1	4
CLSI12	MIC		AER	Human	Human		M45 Table 2		SAM	SAM_NM				8	32
CLSI12	MIC		AGT	Human	Human		M45 Table 7		SAM	SAM_NM				2	4
CLSI12	MIC		ANA	Human	Human		Table 2J	7.00	SAM	SAM_NM				8	32
CLSI12	MIC		CAR	Human	Human		M45 Table 7		SAM	SAM_NM				2	4
CLSI12	MIC		EIK	Human	Human		M45 Table 7		SAM	SAM_NM				2	4
CLSI12	MIC		HA-	Human	Human		Table 2E	2.00	SAM	SAM_NM				2	4
CLSI12	MIC		PLE	Human	Human		M45 Table 2		SAM	SAM_NM				8	32
CLSI12	MIC		spn	Human	Human		Table 2G		SAM	SAM_NM					
CLSI12	MIC		AC-	Human	Human		Table 2B-2	4.00	SAM	SAM_NM				8	32
CLSI12	MIC		STA	Human	Human		Table 2C	8.00	SAM	SAM_NM				8	32
CLSI12	MIC		NFR	Human	Human		Table 2B-5	33.00	SMX	SMX_NM					
CLSI12	MIC		nme	Human	Human		Table 2I	10.00	SMX	SMX_NM				2	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	33.00	SMX	SMX_NM				256	512
CLSI12	MIC		STA	Human	Human		Table 2C	65.00	SMX	SMX_NM				256	512
CLSI12	MIC		NFR	Human	Human		Table 2B-5	34.00	SOX	SOX_NM					
CLSI12	MIC		nme	Human	Human		Table 2I	11.00	SOX	SOX_NM				2	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	34.00	SOX	SOX_NM				256	512
CLSI12	MIC		STA	Human	Human		Table 2C	66.00	SOX	SOX_NM				256	512
CLSI12	MIC		ngo	Human	Human		Table 2F	23.00	SPT	SPT_NM				32	128
CLSI12	MIC		HA-	Human	Human		Table 2E	38.00	SPX	SPX_NM				0.25	
CLSI12	MIC		spn	Human	Human		Table 2G	38.00	SPX	SPX_NM				0.5	2
CLSI12	MIC		STR	Human	Human		Table 2H-1		SPX	SPX_NM					
CLSI12	MIC		STA	Human	Human		Table 2C	60.00	SPX	SPX_NM				0.5	2
CLSI12	MIC		NFR	Human	Human		Table 2B-5	35.00	SSS	SSS_NM					
CLSI12	MIC		nme	Human	Human		Table 2I	12.00	SSS	SSS_NM				2	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	35.00	SSS	SSS_NM				256	512
CLSI12	MIC		STA	Human	Human		Table 2C	67.00	SSS	SSS_NM				256	512
CLSI12	MIC		ENT	Human	Human		Table 2D		STH	SSS_NM				1024	1025
CLSI12	MIC		BR-	Human	Human		M45 Table 16		STR	STR_NM				8	
CLSI12	MIC		ftu	Human	Human		M45 Table 16		STR	STR_NM				8	
CLSI12	MIC		yep	Human	Human		M45 Table 16		STR	STR_NM				4	16
CLSI12	MIC		ENT	Human	Human		Table 2D		STR	STR_NM				1024	1025
CLSI12	MIC		AER	Human	Human		M45 Table 2		SXT	SXT_ND1_2				2	4
CLSI12	MIC		NFR	Human	Human		Table 2B-5	32.00	SXT	SXT_ND1_2					
CLSI12	MIC		PLE	Human	Human		M45 Table 2		SXT	SXT_ND1_2				2	4
CLSI12	MIC		AGT	Human	Human		M45 Table 7		SXT	SXT_NM				0.5	4
CLSI12	MIC		ban	Human	Human		M45 Table 16		SXT	SXT_NM					
